Customer_ID,Country,Purchase_Frequency,Average_Order_Value,Last_Purchase_Days_Ago,Membership_Level,Total_Spend
100571,USA,22,1355.19,251,Silver,29814.18
100572,India,17,1696.07,142,Gold,28833.19
100573,UK,63,1244.56,258,Bronze,78407.28
100574,Japan,26,1815.43,92,Bronze,47201.18
100575,USA,99,418.96,324,Bronze,41477.04
100576,Germany,36,1769.05,108,Bronze,63685.8
100577,USA,45,1092.24,97,Bronze,49150.8
100578,Germany,30,1686.42,33,Bronze,50592.6
100579,India,21,1492.74,361,Bronze,31347.54
100580,UK,20,134.13,83,Bronze,2682.6
100581,USA,42,1678.84,198,Bronze,70511.28
100582,UAE,90,687.83,259,Silver,61904.7
100583,Japan,56,857.81,74,Bronze,48037.36
100584,India,12,41.93,225,Bronze,503.16
100585,USA,8,1522.27,14,Gold,12178.16
100586,Japan,99,944.58,272,Silver,93513.42
100587,USA,93,1880.44,53,Silver,174880.92
100588,Germany,63,576.38,36,Silver,36311.94
100589,USA,56,1002.22,53,Bronze,56124.32
100590,UAE,7,834.05,277,Bronze,5838.35
100591,USA,62,1588.38,7,Bronze,98479.56
100592,USA,61,1080.57,10,Bronze,65914.77
100593,UAE,10,50000.0,72,Silver,9305.6
100594,India,50,1894.7,325,Silver,94735.0
100595,USA,20,768.33,107,Silver,15366.6
100596,UAE,28,990.24,8,Bronze,27726.72
100597,Japan,14,1117.2,237,Gold,15640.8
100598,Germany,76,126.65,244,Silver,9625.4
100599,Germany,8,1062.49,250,Bronze,8499.92
100600,USA,7,684.88,334,Silver,4794.16
100601,India,5,1307.49,257,Silver,6537.45
100602,India,1,1294.38,287,Gold,1294.38
100603,Japan,73,1428.37,50,Gold,104271.01
100604,USA,82,810.32,164,Bronze,66446.24
100605,Germany,10,227.48,5,Bronze,2274.8
100606,India,58,889.52,216,Bronze,51592.16
100607,USA,65,1113.33,267,Silver,72366.45
100608,India,60,69.2,53,Bronze,4152.0
100609,UAE,20,1103.78,301,Bronze,22075.6
100610,India,58,810.57,253,Bronze,47013.06
100611,Germany,43,967.35,145,Silver,41596.05
100612,UK,29,620.61,58,Silver,17997.69
100613,Japan,2,994.44,134,Bronze,1988.88
100614,Japan,26,1766.04,210,Silver,45917.04
100615,Germany,75,1579.94,87,Bronze,118495.5
100616,India,89,1239.77,93,Gold,110339.53
100617,USA,98,1260.62,238,Silver,123540.76
100618,India,59,1792.87,142,Bronze,105779.33
100619,Germany,1,969.8,124,Gold,969.8
100620,Japan,31,1087.91,45,Silver,33725.21
100621,India,38,1723.15,159,Gold,65479.7
100622,Japan,22,1514.34,176,Silver,33315.48
100623,USA,66,877.46,93,Bronze,57912.36
100624,Japan,47,624.42,350,Gold,29347.74
100625,Japan,1,1045.28,9,Bronze,1045.28
100626,UK,88,258.81,144,Gold,22775.28
100627,UK,50,1367.27,147,Gold,68363.5
100628,UAE,36,939.61,306,Platinum,33825.96
100629,UK,45,1198.08,244,Silver,53913.6
100630,Japan,36,1695.47,19,Gold,61036.92
100631,Germany,34,725.51,3,Platinum,24667.34
100632,Japan,9,1004.39,118,Silver,9039.51
100633,Germany,76,1120.27,220,Bronze,85140.52
100634,Germany,84,574.75,181,Bronze,48279.0
100635,UK,4,564.17,91,Bronze,2256.68
100636,India,79,1061.92,320,Bronze,83891.68
100637,USA,63,529.18,10,Silver,33338.34
100638,UK,4,50000.0,105,Bronze,6900.72
100639,UK,5,1989.85,26,Silver,9949.25
100640,India,10,437.49,231,Bronze,4374.9
100641,USA,44,1159.01,251,Bronze,50996.44
100642,Japan,40,50000.0,127,Bronze,12314.0
100643,UAE,36,387.43,337,Bronze,13947.48
100644,UAE,35,1536.62,272,Silver,53781.7
100645,Japan,59,415.37,288,Bronze,24506.83
100646,UK,65,1503.02,60,Silver,97696.3
100647,USA,82,819.98,105,Gold,67238.36
100648,UK,31,969.33,28,Gold,30049.23
100649,Germany,46,533.64,62,Bronze,24547.44
100650,UK,49,1106.98,36,Silver,54242.02
100651,UK,6,676.48,15,Silver,4058.88
100652,Japan,70,365.64,311,Bronze,25594.8
100653,Japan,19,295.36,169,Bronze,5611.84
100654,Japan,96,1999.32,279,Bronze,191934.72
100655,UAE,42,704.35,286,Gold,29582.7
100656,Germany,30,1613.75,98,Silver,48412.5
100657,Japan,26,695.94,129,Silver,18094.44
100658,USA,3,50000.0,340,Silver,3760.38
100659,UAE,33,1685.5,336,Bronze,55621.5
100660,India,50,1398.15,34,Bronze,69907.5
100661,USA,31,156.77,189,Platinum,4859.87
100662,USA,84,401.7,181,Gold,33742.8
100663,Japan,68,1749.7,196,Silver,118979.6
100664,India,96,953.02,50,Bronze,91489.92
100665,India,82,1204.97,123,Bronze,98807.54
100666,UAE,10,68.42,123,Silver,684.2
100667,India,22,984.89,207,Platinum,21667.58
100668,Germany,63,873.1,208,Bronze,55005.3
100669,Japan,54,1378.67,112,Silver,74448.18
100670,India,51,563.41,269,Platinum,28733.91
100671,UAE,81,1492.9,55,Silver,120924.9
100672,Germany,4,1348.37,116,Silver,5393.48
100673,UK,37,1029.23,122,Silver,38081.51
100674,UK,71,763.79,161,Gold,54229.09
100675,Germany,63,617.94,339,Gold,38930.22
100676,UAE,51,1079.5,165,Silver,55054.5
100677,Germany,8,1162.11,16,Silver,9296.88
100678,Japan,1,907.3,353,Platinum,907.3
100679,Japan,8,654.74,47,Bronze,5237.92
100680,UK,83,1762.2,305,Bronze,146262.6
100681,India,81,634.22,70,Bronze,51371.82
100682,UAE,55,1350.89,168,Silver,74298.95
100683,UK,9,1811.55,299,Bronze,16303.95
100684,India,51,1300.76,346,Silver,66338.76
100685,India,16,744.53,103,Bronze,11912.48
100686,Japan,53,608.47,316,Platinum,32248.91
100687,USA,59,1709.74,177,Silver,100874.66
100688,USA,45,990.11,213,Bronze,44554.95
100689,Germany,37,1194.87,349,Silver,44210.19
100690,Japan,91,1200.67,163,Silver,109260.97
100691,India,66,1076.93,288,Silver,71077.38
100692,UAE,64,1864.03,44,Gold,119297.92
100693,USA,36,1863.45,72,Silver,67084.2
100694,India,76,100.03,1,Bronze,7602.28
100695,USA,50,1021.22,0,Bronze,51061.0
100696,USA,99,1139.82,325,Bronze,112842.18
100697,USA,95,1852.61,341,Silver,175997.95
100698,UAE,53,157.92,126,Bronze,8369.76
100699,Japan,57,1582.37,319,Bronze,90195.09
100700,UAE,19,1291.99,363,Bronze,24547.81
100701,UK,26,1470.35,353,Bronze,38229.1
100702,India,68,597.58,309,Silver,40635.44
100703,Japan,43,1498.29,290,Gold,64426.47
100704,Japan,95,579.69,314,Gold,55070.55
100705,Japan,58,1357.82,291,Silver,78753.56
100706,Japan,77,1578.3,44,Bronze,121529.1
100707,UAE,59,1570.95,76,Gold,92686.05
100708,Japan,46,1097.86,32,Bronze,50501.56
100709,Germany,68,838.86,278,Bronze,57042.48
100710,India,40,502.24,148,Bronze,20089.6
100711,Japan,13,86.32,337,Silver,1122.16
100712,India,9,116.81,62,Gold,1051.29
100713,Germany,66,848.66,35,Bronze,56011.56
100714,Germany,99,207.97,164,Bronze,20589.03
100715,India,53,241.69,256,Bronze,12809.57
100716,USA,76,405.51,281,Bronze,30818.76
100717,UK,81,972.99,169,Silver,78812.19
100718,USA,4,1191.67,231,Gold,4766.68
100719,USA,14,1394.65,77,Silver,19525.1
100720,UAE,85,982.72,249,Bronze,83531.2
100721,USA,8,1336.18,189,Silver,10689.44
100722,Japan,97,1726.97,251,Silver,167516.09
100723,UAE,62,760.84,299,Bronze,47172.08
100724,UAE,45,1382.71,163,Silver,62221.95
100725,Germany,92,1323.84,259,Silver,121793.28
100726,USA,67,1280.26,148,Bronze,85777.42
100727,Germany,62,1175.32,113,Gold,72869.84
100728,India,78,1457.79,16,Silver,113707.62
100729,UK,83,1640.72,271,Gold,136179.76
100730,UAE,70,796.42,40,Bronze,55749.4
100731,India,36,1316.43,310,Bronze,47391.48
100732,India,84,512.05,347,Bronze,43012.2
100733,Japan,1,1516.89,312,Gold,1516.89
100734,UK,60,1763.18,193,Silver,105790.8
100735,India,74,1527.72,37,Bronze,113051.28
100736,India,13,992.36,81,Silver,12900.68
100737,UK,12,284.21,164,Silver,3410.52
100738,UK,75,1748.74,49,Gold,131155.5
100739,India,17,1632.95,218,Bronze,27760.15
100740,UK,47,1402.05,128,Bronze,65896.35
100741,India,53,1705.94,251,Bronze,90414.82
100742,India,93,1075.39,192,Bronze,100011.27
100743,Japan,67,1981.75,64,Bronze,132777.25
100744,USA,93,1677.4,43,Bronze,155998.2
100745,India,10,343.92,139,Bronze,3439.2
100746,Germany,46,816.26,100,Bronze,37547.96
100747,UAE,83,356.87,331,Silver,29620.21
100748,USA,4,464.04,308,Bronze,1856.16
100749,USA,57,1011.93,188,Gold,57680.01
100750,USA,38,735.57,12,Bronze,27951.66
100751,Japan,12,1821.29,297,Bronze,21855.48
100752,India,31,20.23,173,Bronze,627.13
100753,Japan,2,40.5,208,Bronze,81.0
100754,India,1,1842.33,297,Bronze,1842.33
100755,Japan,81,493.26,143,Silver,39954.06
100756,Japan,25,24.89,359,Gold,622.25
100757,UAE,5,886.48,253,Bronze,4432.4
100758,Germany,48,407.38,171,Gold,19554.24
100759,Japan,14,125.59,108,Bronze,1758.26
100760,UAE,52,1070.33,325,Bronze,55657.16
100761,UK,74,50000.0,337,Silver,22018.7
100762,Germany,21,1677.02,21,Bronze,35217.42
100763,Japan,25,618.28,290,Gold,15457.0
100764,USA,99,458.88,104,Silver,45429.12
100765,UK,67,1484.72,72,Silver,99476.24
100766,UK,82,1700.32,304,Bronze,139426.24
100767,UAE,50,204.34,198,Bronze,10217.0
100768,UK,33,320.11,244,Bronze,10563.63
100769,Germany,17,959.61,75,Silver,16313.37
100770,Japan,70,1188.64,63,Bronze,83204.8
100771,Japan,34,184.86,286,Bronze,6285.24
100772,USA,26,50000.0,128,Silver,19825.52
100773,UAE,42,1797.25,230,Silver,75484.5
100774,USA,31,1754.64,100,Bronze,54393.84
100775,UK,51,636.23,147,Bronze,32447.73
100776,USA,92,470.31,352,Bronze,43268.52
100777,Germany,36,1173.88,340,Bronze,42259.68
100778,Japan,13,210.33,343,Bronze,2734.29
100779,UK,85,482.07,200,Gold,40975.95
100780,USA,90,350.18,239,Bronze,31516.2
100781,UAE,95,431.33,319,Bronze,40976.35
100782,Germany,80,445.33,97,Silver,35626.4
100783,Germany,95,1262.42,271,Platinum,119929.9
100784,USA,13,986.46,246,Gold,12823.98
100785,Japan,94,1727.34,182,Silver,162369.96
100786,USA,32,1476.52,25,Bronze,47248.64
100787,UK,5,1007.73,192,Bronze,5038.65
100788,USA,12,628.69,84,Gold,7544.28
100789,Germany,59,1667.29,100,Bronze,98370.11
100790,USA,41,177.48,332,Bronze,7276.68
100791,Japan,37,1368.38,354,Bronze,50630.06
100792,UAE,68,243.75,309,Bronze,16575.0
100793,India,48,1074.94,252,Bronze,51597.12
100794,USA,43,1805.2,309,Bronze,77623.6
100795,Japan,93,491.37,199,Bronze,45697.41
100796,Japan,41,175.49,212,Bronze,7195.09
100797,UAE,56,692.21,176,Bronze,38763.76
100798,Germany,69,966.95,82,Bronze,66719.55
100799,Japan,11,1455.12,333,Gold,16006.32
100800,Japan,94,78.87,200,Silver,7413.78
100801,Japan,9,279.15,358,Silver,2512.35
100802,Japan,28,833.25,116,Bronze,23331.0
100803,UK,22,208.14,173,Silver,4579.08
100804,UK,75,1912.66,346,Silver,143449.5
100805,Germany,85,1031.76,128,Bronze,87699.6
100806,USA,6,766.33,43,Bronze,4597.98
100807,Japan,26,1959.86,131,Silver,50956.36
100808,UAE,16,1299.27,30,Bronze,20788.32
100809,USA,14,1041.33,270,Silver,14578.62
100810,UAE,35,497.45,0,Silver,17410.75
100811,USA,42,521.1,199,Bronze,21886.2
100812,Germany,53,737.29,250,Bronze,39076.37
100813,Japan,22,1506.44,282,Bronze,33141.68
100814,Japan,53,1635.69,321,Bronze,86691.57
100815,India,66,400.31,12,Silver,26420.46
100816,UAE,13,1638.47,198,Bronze,21300.11
100817,USA,11,675.26,161,Bronze,7427.86
100818,USA,12,416.58,160,Silver,4998.96
100819,UK,97,405.67,346,Bronze,39349.99
100820,India,86,937.59,86,Bronze,80632.74
100821,UK,53,1538.92,207,Silver,81562.76
100822,UK,9,1150.02,170,Bronze,10350.18
100823,UK,71,940.0,86,Silver,66740.0
100824,UAE,17,55.67,88,Bronze,946.39
100825,UAE,61,1135.85,134,Bronze,69286.85
100826,Germany,10,1355.92,294,Gold,13559.2
100827,Germany,38,214.18,193,Silver,8138.84
100828,UK,39,1913.23,216,Bronze,74615.97
100829,India,89,201.25,236,Gold,17911.25
100830,USA,91,1387.54,35,Platinum,126266.14
100831,UAE,94,1058.62,191,Bronze,99510.28
100832,India,30,1770.69,205,Bronze,53120.7
100833,Japan,34,839.91,232,Silver,28556.94
100834,UAE,33,1026.92,209,Gold,33888.36
100835,UAE,32,1114.79,131,Silver,35673.28
100836,Germany,12,1752.2,222,Platinum,21026.4
100837,USA,87,1603.3,21,Silver,139487.1
100838,USA,93,574.62,70,Bronze,53439.66
100839,Japan,65,1911.41,341,Bronze,124241.65
100840,Japan,84,1511.08,131,Platinum,126930.72
100841,UAE,10,43.85,319,Bronze,438.5
100842,UK,19,383.82,21,Gold,7292.58
100843,Germany,23,1714.5,189,Bronze,39433.5
100844,Germany,85,1298.81,98,Gold,110398.85
100845,UAE,57,531.1,295,Silver,30272.7
100846,India,99,359.42,19,Bronze,35582.58
100847,UK,59,310.57,64,Gold,18323.63
100848,UAE,96,649.85,240,Bronze,62385.6
100849,UK,54,1799.09,150,Silver,97150.86
100850,UK,74,717.05,34,Silver,53061.7
100851,UK,2,1328.19,91,Bronze,2656.38
100852,UAE,48,240.9,186,Silver,11563.2
100853,Germany,6,1072.17,13,Silver,6433.02
100854,Germany,43,698.89,249,Bronze,30052.27
100855,UK,17,337.83,299,Bronze,5743.11
100856,India,79,1599.6,149,Bronze,126368.4
100857,USA,36,1634.77,27,Silver,58851.72
100858,UAE,24,626.42,58,Gold,15034.08
100859,USA,61,1314.46,174,Gold,80182.06
100860,India,29,800.26,67,Bronze,23207.54
100861,UAE,78,108.06,354,Bronze,8428.68
100862,UK,58,867.0,359,Gold,50286.0
100863,Germany,66,1160.2,69,Bronze,76573.2
100864,USA,86,612.09,111,Silver,52639.74
100865,Japan,53,1898.81,360,Silver,100636.93
100866,Japan,70,1124.93,351,Bronze,78745.1
100867,India,9,755.51,30,Gold,6799.59
100868,UK,76,1475.34,13,Bronze,112125.84
100869,USA,42,695.02,108,Bronze,29190.84
100870,UK,39,68.92,304,Silver,2687.88
100871,USA,69,36.36,102,Bronze,2508.84
100872,India,40,617.9,20,Bronze,24716.0
100873,India,59,328.85,268,Silver,19402.15
100874,Japan,44,717.88,202,Bronze,31586.72
100875,UK,65,1543.93,226,Platinum,100355.45
100876,UAE,74,631.92,126,Gold,46762.08
100877,Japan,11,1128.1,67,Bronze,12409.1
100878,UK,91,1840.9,11,Silver,167521.9
100879,Japan,87,1402.62,47,Gold,122027.94
100880,UAE,84,1132.28,103,Silver,95111.52
100881,Germany,5,1736.77,63,Gold,8683.85
100882,Germany,77,674.67,142,Silver,51949.59
100883,Germany,74,411.73,271,Platinum,30468.02
100884,Germany,49,1499.4,102,Bronze,73470.6
100885,USA,51,136.41,327,Gold,6956.91
100886,Germany,36,859.88,177,Silver,30955.68
100887,UAE,16,588.41,296,Bronze,9414.56
100888,India,7,1943.22,3,Bronze,13602.54
100889,India,96,766.65,263,Silver,73598.4
100890,USA,89,1333.59,88,Bronze,118689.51
100891,Germany,44,551.6,241,Gold,24270.4
100892,Germany,26,1966.68,323,Silver,51133.68
100893,Germany,36,377.18,302,Bronze,13578.48
100894,Japan,53,50000.0,32,Gold,96209.31
100895,UK,92,901.84,4,Gold,82969.28
100896,Japan,44,866.01,352,Bronze,38104.44
100897,UK,12,1408.57,60,Bronze,16902.84
100898,Germany,90,204.77,151,Gold,18429.3
100899,Germany,68,1102.45,224,Bronze,74966.6
100900,Japan,23,455.54,237,Silver,10477.42
100901,Japan,88,331.1,26,Bronze,29136.8
100902,UK,95,1757.4,156,Platinum,166953.0
100903,India,30,1994.63,66,Bronze,59838.9
100904,UK,63,1942.97,93,Bronze,122407.11
100905,Japan,3,1645.9,36,Bronze,4937.7
100906,UAE,80,1841.54,219,Bronze,147323.2
100907,Japan,34,1849.94,246,Silver,62897.96
100908,UAE,92,369.2,119,Bronze,33966.4
100909,USA,49,189.68,129,Bronze,9294.32
100910,Japan,44,271.04,342,Platinum,11925.76
100911,USA,41,341.96,36,Bronze,14020.36
100912,India,48,1648.45,72,Bronze,79125.6
100913,UK,71,1883.72,350,Silver,133744.12
100914,UAE,8,716.64,203,Bronze,5733.12
100915,UK,7,88.04,199,Bronze,616.28
100916,USA,37,628.81,192,Bronze,23265.97
100917,UAE,55,1418.15,175,Bronze,77998.25
100918,UK,71,1886.95,304,Platinum,133973.45
100919,Japan,50,910.39,174,Gold,45519.5
100920,Germany,82,685.41,205,Silver,56203.62
100921,USA,21,1313.38,222,Bronze,27580.98
100922,UK,34,438.03,2,Bronze,14893.02
100923,USA,49,1536.31,163,Silver,75279.19
100924,USA,27,839.79,307,Bronze,22674.33
100925,UAE,8,1955.0,83,Silver,15640.0
100926,UAE,34,1869.56,30,Bronze,63565.04
100927,Germany,18,1337.43,86,Silver,24073.74
100928,Japan,51,1303.0,55,Silver,66453.0
100929,USA,12,263.84,273,Silver,3166.08
100930,UK,86,576.27,359,Silver,49559.22
100931,India,51,1726.62,121,Bronze,88057.62
100932,USA,63,738.71,220,Bronze,46538.73
100933,USA,40,859.77,196,Bronze,34390.8
100934,Germany,22,1682.85,185,Bronze,37022.7
100935,Japan,8,865.31,69,Gold,6922.48
100936,India,28,1703.02,212,Bronze,47684.56
100937,UAE,50,157.47,180,Silver,7873.5
100938,UAE,47,1388.33,200,Gold,65251.51
100939,UK,56,144.76,248,Platinum,8106.56
100940,India,32,1584.22,315,Gold,50695.04
100941,UAE,11,1113.39,119,Silver,12247.29
100942,UK,21,1120.63,31,Silver,23533.23
100943,Japan,26,765.84,302,Bronze,19911.84
100944,UK,14,1808.61,216,Bronze,25320.54
100945,UAE,79,1028.01,120,Bronze,81212.79
100946,Germany,14,535.67,102,Silver,7499.38
100947,Germany,76,1651.78,152,Silver,125535.28
100948,Germany,3,1897.3,255,Bronze,5691.9
100949,UAE,57,499.74,60,Bronze,28485.18
100950,Germany,7,1218.42,139,Silver,8528.94
100951,India,39,1185.37,123,Bronze,46229.43
100952,Japan,57,1227.05,107,Silver,69941.85
100953,UK,65,1137.18,113,Bronze,73916.7
100954,UK,25,218.35,227,Silver,5458.75
100955,UAE,31,836.72,214,Silver,25938.32
100956,Germany,86,1971.72,225,Platinum,169567.92
100957,Germany,10,194.64,235,Bronze,1946.4
100958,USA,82,1345.88,339,Silver,110362.16
100959,Japan,77,1790.71,223,Silver,137884.67
100960,India,72,417.3,261,Bronze,30045.6
100961,UK,9,1608.79,21,Bronze,14479.11
100962,USA,79,498.71,150,Silver,39398.09
100963,USA,8,80.15,119,Silver,641.2
100964,UAE,97,1051.84,162,Silver,102028.48
100965,UK,99,1427.53,112,Silver,141325.47
100966,UAE,19,409.94,141,Silver,7788.86
100967,India,30,159.45,285,Bronze,4783.5
100968,USA,9,1115.85,149,Silver,10042.65
100969,USA,83,312.49,271,Bronze,25936.67
100970,Japan,47,384.94,220,Platinum,18092.18
100971,India,46,1412.84,109,Gold,64990.64
100972,USA,90,1231.97,105,Silver,110877.3
100973,India,1,1895.01,255,Silver,1895.01
100974,UK,3,660.36,129,Bronze,1981.08
100975,Germany,34,444.49,190,Bronze,15112.66
100976,USA,25,1318.36,270,Bronze,32959.0
100977,Japan,30,1944.56,18,Bronze,58336.8
100978,UK,1,1115.89,251,Bronze,1115.89
100979,India,18,601.76,346,Bronze,10831.68
100980,UAE,33,1822.73,342,Silver,60150.09
100981,UK,9,1228.58,93,Bronze,11057.22
100982,USA,7,441.2,344,Bronze,3088.4
100983,India,30,1900.24,103,Bronze,57007.2
100984,Germany,77,560.56,20,Bronze,43163.12
100985,UK,81,1799.0,282,Gold,145719.0
100986,USA,13,1236.88,18,Gold,16079.44
100987,Japan,13,1015.24,25,Silver,13198.12
100988,UAE,42,678.48,252,Gold,28496.16
100989,India,74,255.33,176,Silver,18894.42
100990,UK,78,504.73,253,Bronze,39368.94
100991,UK,63,675.4,313,Gold,42550.2
100992,Germany,69,591.7,322,Bronze,40827.3
100993,Germany,36,165.19,358,Silver,5946.84
100994,Japan,35,1167.97,152,Platinum,40878.95
100995,UAE,46,960.86,76,Platinum,44199.56
100996,Japan,45,230.8,333,Bronze,10386.0
100997,USA,56,938.43,359,Bronze,52552.08
100998,USA,87,176.35,201,Bronze,15342.45
100999,Japan,5,1864.43,87,Bronze,9322.15
101000,UAE,44,532.98,119,Bronze,23451.12
101001,Japan,28,1455.15,106,Bronze,40744.2
101002,UAE,87,517.47,97,Bronze,45019.89
101003,UAE,42,959.54,141,Silver,40300.68
101004,India,98,1867.87,121,Bronze,183051.26
101005,UAE,31,1745.94,113,Bronze,54124.14
101006,Germany,7,1562.18,203,Bronze,10935.26
101007,UAE,7,1584.58,277,Gold,11092.06
101008,UAE,4,1650.45,224,Bronze,6601.8
101009,UAE,32,1490.42,209,Gold,47693.44
101010,USA,28,1795.77,119,Bronze,50281.56
101011,Germany,56,713.47,350,Gold,39954.32
101012,Germany,4,1061.73,203,Platinum,4246.92
101013,Japan,8,1299.9,97,Silver,10399.2
101014,India,14,411.64,270,Silver,5762.96
101015,UAE,30,1016.46,39,Bronze,30493.8
101016,UK,3,265.68,192,Gold,797.04
101017,India,2,1231.05,180,Bronze,2462.1
101018,India,10,213.29,265,Silver,2132.9
101019,Germany,70,1016.64,239,Silver,71164.8
101020,India,71,934.06,292,Gold,66318.26
101021,UAE,16,241.35,293,Bronze,3861.6
101022,UAE,70,889.88,44,Bronze,62291.6
101023,USA,80,1362.06,137,Bronze,108964.8
101024,UAE,91,1197.53,277,Silver,108975.23
101025,UAE,76,926.93,316,Bronze,70446.68
101026,Germany,86,742.59,313,Bronze,63862.74
101027,UAE,79,133.63,74,Bronze,10556.77
101028,USA,22,1912.68,304,Silver,42078.96
101029,UK,35,817.36,96,Bronze,28607.6
101030,Germany,79,844.62,350,Bronze,66724.98
101031,UK,87,274.12,109,Bronze,23848.44
101032,Germany,49,1074.68,97,Silver,52659.32
101033,Japan,2,50000.0,344,Gold,3917.72
101034,India,66,520.99,61,Bronze,34385.34
101035,Japan,19,640.41,136,Platinum,12167.79
101036,UAE,69,487.7,315,Bronze,33651.3
101037,UK,4,1735.84,209,Bronze,6943.36
101038,UAE,92,960.92,285,Bronze,88404.64
101039,India,82,1650.58,276,Silver,135347.56
101040,Germany,41,1703.17,28,Bronze,69829.97
101041,India,56,1503.2,167,Silver,84179.2
101042,USA,55,536.87,144,Gold,29527.85
101043,India,31,89.82,195,Gold,2784.42
101044,USA,22,303.71,96,Platinum,6681.62
101045,India,75,1399.96,63,Gold,104997.0
101046,USA,48,1486.29,278,Bronze,71341.92
101047,UK,80,1537.43,151,Bronze,122994.4
101048,UAE,4,503.06,134,Bronze,2012.24
101049,UAE,21,323.01,263,Bronze,6783.21
101050,Japan,41,1847.66,258,Gold,75754.06
101051,UAE,45,1335.14,359,Silver,60081.3
101052,Germany,89,1489.09,242,Bronze,132529.01
101053,India,84,205.93,364,Bronze,17298.12
101054,Japan,8,836.67,218,Silver,6693.36
101055,Germany,9,145.35,131,Platinum,1308.15
101056,Germany,18,1322.35,62,Platinum,23802.3
101057,USA,31,988.93,193,Silver,30656.83
101058,UAE,35,913.9,68,Gold,31986.5
101059,UK,30,1807.76,318,Bronze,54232.8
101060,UK,18,1485.43,130,Platinum,26737.74
101061,Japan,83,1929.22,156,Silver,160125.26
101062,UK,41,111.61,364,Bronze,4576.01
101063,India,24,1239.04,189,Bronze,29736.96
101064,UK,86,1267.83,288,Gold,109033.38
101065,Japan,48,72.56,169,Gold,3482.88
101066,UK,14,1578.42,250,Platinum,22097.88
101067,India,19,324.16,317,Silver,6159.04
101068,USA,60,1408.52,233,Silver,84511.2
101069,Japan,93,50000.0,330,Bronze,8824.77
101070,USA,22,1235.1,133,Silver,27172.2
101071,USA,30,1051.15,111,Bronze,31534.5
101072,USA,15,976.89,176,Platinum,14653.35
101073,Germany,21,746.0,71,Gold,15666.0
101074,UAE,26,852.07,264,Silver,22153.82
101075,Germany,12,964.25,306,Bronze,11571.0
101076,UAE,7,609.43,252,Gold,4266.01
101077,USA,75,1871.87,269,Silver,140390.25
101078,Japan,84,1930.7,151,Gold,162178.8
101079,UAE,35,613.81,71,Bronze,21483.35
101080,India,68,1561.81,160,Gold,106203.08
101081,India,2,1508.21,249,Bronze,3016.42
